"Country","Score","GDP","SocialSupport","Health","Freedom","Generosity","Corruption","Year","Region","expected_by_gdp","gdp_residual","Individualism","UncertaintyAvoidance","Indulgence"
"South Africa",4.642,0.92049,1.18468,0.27688,0.33207,0.11973,0.08884,2015,"SubSaharanAfrica",5.3934331351673,-0.751433135167301,NA,NA,63
"South Africa",4.459,1.02416,0.96053,0.18611,0.42483,0.13656,0.08415,2016,"SubSaharanAfrica",5.61837454559454,-1.15937454559454,NA,NA,63
"South Africa",4.724,0.94,1.41,0.33,0.516,0.103,0.056,2018,"SubSaharanAfrica",5.43576560278026,-0.71176560278026,NA,NA,63
"Spain",6.40299987792969,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,2017,"WesternEurope",6.40001256328847,0.00298731464122515,51,86,44
"Spain",6.354,1.286,1.484,1.062,0.362,0.153,0.079,2019,"WesternEurope",6.1865105435329,0.1674894564671,51,86,44
"Spain",6.329,1.23011,1.31379,0.95562,0.45951,0.18227,0.06398,2015,"WesternEurope",6.06524136798762,0.263758632012375,51,86,44
"Spain",6.31,1.251,1.538,0.965,0.449,0.142,0.074,2018,"WesternEurope",6.11056813623133,0.199431863768668,51,86,44
"Spain",6.361,1.34253,1.12945,0.87896,0.37545,0.17665,0.06137,2016,"WesternEurope",6.30916838024026,0.0518316197597404,51,86,44
"Suriname",6.269,1.09686,0.77866,0.50933,0.52234,0.16665,0.12692,2016,"Other",5.77611777447523,0.492882225524772,47,92,NA
"Suriname",6.269,0.99534,0.972,0.6082,0.59657,0.16991,0.13633,2015,"Other",5.55584139763937,0.713158602360632,47,92,NA
"Sweden",7.364,1.33171,1.28907,0.91087,0.6598,0.36262,0.43844,2015,"Nordic",6.28569132746875,1.07830867253125,71,29,78
"Sweden",7.343,1.387,1.487,1.009,0.574,0.267,0.373,2019,"Nordic",6.40565863317457,0.937341366825434,71,29,78
"Sweden",7.291,1.45181,1.08764,0.83121,0.58218,0.38254,0.40867,2016,"Nordic",6.54628227366641,0.744717726333589,71,29,78
"Sweden",7.314,1.355,1.501,0.913,0.659,0.285,0.383,2018,"Nordic",6.33622557507028,0.977774424929724,71,29,78
"Sweden",7.28399991989136,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.385399252176285,0.384398728609085,2017,"Nordic",6.63866571097245,0.645334208918912,71,29,78
"Switzerland",7.49399995803833,1.56497955322266,1.51691174507141,0.858131289482117,0.620070576667786,0.290549278259277,0.367007285356522,2017,"WesternEurope",6.79183565380846,0.702164304229871,68,58,66
"Switzerland",7.487,1.42,1.549,0.927,0.66,0.256,0.357,2018,"WesternEurope",6.47726147434461,1.00973852565539,68,58,66
"Switzerland",7.587,1.39651,1.34951,0.94143,0.66557,0.29678,0.41978,2015,"WesternEurope",6.42629327012993,1.16070672987007,68,58,66
"Switzerland",7.48,1.452,1.526,1.052,0.572,0.263,0.343,2019,"WesternEurope",6.5466945324489,0.933305467551095,68,58,66
"Switzerland",7.509,1.52733,1.14524,0.86303,0.58557,0.28083,0.41203,2016,"WesternEurope",6.71014429079254,0.798855709207464,68,58,66
"Taiwan",6.446,1.368,1.43,0.914,0.351,0.242,0.097,2019,"EastAsia",6.36443275492514,0.0815672450748561,17,69,49
"Taiwan",6.379,1.39729,0.92624,0.79565,0.32377,0.25495,0.0663,2016,"EastAsia",6.42798570092123,-0.0489857009212269,17,69,49
"Taiwan",6.441,1.365,1.436,0.857,0.418,0.151,0.078,2018,"EastAsia",6.35792340572787,0.0830765942721339,17,69,49
"Taiwan",6.298,1.29098,1.07617,0.8753,0.3974,0.25376,0.08129,2015,"EastAsia",6.19731606320038,0.10068393679962,17,69,49
"Tanzania",3.231,0.476,0.885,0.499,0.417,0.276,0.147,2019,"SubSaharanAfrica",4.42898626026805,-1.19798626026805,NA,NA,38
"Tanzania",3.666,0.47155,0.77623,0.357,0.3176,0.31472,0.05099,2016,"SubSaharanAfrica",4.41933072562542,-0.753330725625423,NA,NA,38
"Tanzania",3.303,0.455,0.991,0.381,0.481,0.27,0.097,2018,"SubSaharanAfrica",4.38342081588711,-1.08042081588711,NA,NA,38
"Tanzania",3.781,0.2852,1.00268,0.38215,0.32878,0.34377,0.05747,2015,"SubSaharanAfrica",4.01499165132122,-0.23399165132122,NA,NA,38
"Tanzania",3.34899997711182,0.511135876178741,1.04198980331421,0.364509284496307,0.390017777681351,0.354256361722946,0.0660351067781448,2017,"SubSaharanAfrica",4.50522348940129,-1.15622351228947,NA,NA,38
"Thailand",6.42399978637695,1.12786877155304,1.42579245567322,0.647239029407501,0.580200731754303,0.572123110294342,0.0316127352416515,2017,"Other",5.84340008188101,0.580599704495944,20,64,45
"Thailand",6.072,1.016,1.417,0.707,0.637,0.364,0.029,2018,"Other",5.60066911577795,0.47133088422205,20,64,45
"Thailand",6.008,1.05,1.409,0.828,0.557,0.359,0.028,2019,"Other",5.67444174001376,0.333558259986241,20,64,45
"Thailand",6.474,1.0893,1.04477,0.64915,0.49553,0.58696,0.02833,2016,"Other",5.75971421449809,0.714285785501911,20,64,45
"Thailand",6.455,0.9669,1.26504,0.7385,0.55664,0.5763,0.03187,2015,"Other",5.49413276724918,0.960867232750821,20,64,45
"Trinidad and Tobago",6.168,1.21183,1.18354,0.61483,0.55884,0.31844,0.0114,2015,"Other",6.02557773354555,0.142422266454451,16,55,80
"Trinidad and Tobago",6.168,1.32572,0.98569,0.52608,0.48453,0.31935,0.01241,2016,"Other",6.27269432690485,-0.104694326904849,16,55,80
"Trinidad and Tobago",6.16800022125244,1.36135590076447,1.3802285194397,0.519983291625977,0.518630743026733,0.325296461582184,0.00896481610834599,2017,"Other",6.35001650091667,-0.182016279664228,16,55,80
"Turkey",5.332,1.06098,0.94632,0.73172,0.22815,0.12253,0.15746,2015,"Other",5.69826595807579,-0.366265958075793,37,85,49
"Turkey",5.389,1.16492,0.87717,0.64718,0.23889,0.04707,0.12348,2016,"Other",5.92379320993079,-0.534793209930791,37,85,49
"Turkey",5.373,1.183,1.36,0.808,0.195,0.083,0.106,2019,"Other",5.96302288775972,-0.590022887759715,37,85,49
"Turkey",5.483,1.148,1.38,0.686,0.324,0.106,0.109,2018,"Other",5.88708048045815,-0.404080480458147,37,85,49
"Turkey",5.5,1.19827437400818,1.33775317668915,0.637605607509613,0.300740599632263,0.0466930419206619,0.0996715798974037,2017,"Other",5.99616496582273,-0.496164965822734,37,85,49
"Uganda",3.931,0.21102,1.13299,0.33861,0.45727,0.29066,0.07267,2015,"SubSaharanAfrica",3.85403714350321,0.0769628564967881,NA,NA,52
"Uganda",4.161,0.322,1.09,0.237,0.45,0.259,0.061,2018,"SubSaharanAfrica",4.09483966814115,0.0661603318588462,NA,NA,52
"Uganda",4.189,0.332,1.069,0.443,0.356,0.252,0.06,2019,"SubSaharanAfrica",4.11653749879874,0.0724625012012554,NA,NA,52
"Uganda",3.739,0.34719,0.90981,0.19625,0.43653,0.27102,0.06442,2016,"SubSaharanAfrica",4.14949650356763,-0.410496503567625,NA,NA,52
"Uganda",4.08099985122681,0.381430715322495,1.12982773780823,0.217632606625557,0.443185955286026,0.325766056776047,0.057069718837738,2017,"SubSaharanAfrica",4.22379142783385,-0.142791576607041,NA,NA,52
"Ukraine",4.103,0.793,1.413,0.609,0.163,0.187,0.011,2018,"Other",5.11680749211368,-1.01380749211368,NA,NA,14
"Ukraine",4.324,0.87287,1.01413,0.58628,0.12859,0.20363,0.01829,2016,"Other",5.29010806557585,-0.966108065575854,NA,NA,14
"Ukraine",4.332,0.82,1.39,0.739,0.178,0.187,0.01,2019,"Other",5.17539163488917,-0.843391634889172,NA,NA,14
"Ukraine",4.09600019454956,0.89465194940567,1.39453756809235,0.575903952121735,0.122974775731564,0.270061463117599,0.0230294708162546,2017,"Other",5.3373701705355,-1.24136997598594,NA,NA,14
"Ukraine",4.681,0.79907,1.20278,0.6739,0.25123,0.15275,0.02961,2015,"Other",5.12997807532283,-0.448978075322835,NA,NA,14
"Uruguay",6.545,1.18157,1.03143,0.72183,0.54388,0.18056,0.21394,2016,"LatinAmerica",5.95992009797568,0.58507990202432,36,100,53
"Uruguay",6.485,1.06166,1.2089,0.8116,0.60362,0.2324,0.24558,2015,"LatinAmerica",5.69974141056051,0.785258589439491,36,100,53
"Uruguay",6.4539999961853,1.21755969524384,1.41222786903381,0.719216823577881,0.57939225435257,0.175096929073334,0.178061872720718,2017,"LatinAmerica",6.03800992925759,0.415990066927707,36,100,53
"Uruguay",6.293,1.124,1.465,0.891,0.523,0.127,0.15,2019,"LatinAmerica",5.83500568687993,0.457994313120071,36,100,53
"Uruguay",6.379,1.093,1.459,0.771,0.625,0.13,0.155,2018,"LatinAmerica",5.7677424118414,0.611257588158601,36,100,53
"Venezuela",4.806,0.996,1.469,0.657,0.133,0.056,0.052,2018,"LatinAmerica",5.55727345446277,-0.751273454462768,12,76,100
"Venezuela",4.707,0.96,1.427,0.805,0.154,0.064,0.047,2019,"LatinAmerica",5.47916126409544,-0.772161264095442,12,76,100
"Venezuela",5.25,1.12843120098114,1.43133759498596,0.617144227027893,0.153997123241425,0.0650196298956871,0.0644911229610443,2017,"LatinAmerica",5.84462043172978,-0.594620431729782,12,76,100
"Venezuela",6.81,1.04424,1.25596,0.72052,0.42908,0.05841,0.11069,2015,"LatinAmerica",5.66194378955499,1.14805621044501,12,76,100
"Venezuela",6.084,1.13367,1.03302,0.61904,0.19847,0.0425,0.08304,2016,"LatinAmerica",5.85598748912582,0.22801251087418,12,76,100
"Vietnam",5.175,0.741,1.346,0.851,0.543,0.147,0.073,2019,"Other",5.0039787726942,0.171021227305795,20,30,35
"Vietnam",5.36,0.63216,0.91226,0.74676,0.59444,0.1686,0.10441,2015,"Other",4.76781958381699,0.592180416183012,20,30,35
"Vietnam",5.07399988174438,0.788547575473785,1.27749133110046,0.652168989181519,0.571055591106415,0.234968051314354,0.0876332372426987,2017,"Other",5.10714669677512,-0.0331468150307446,20,30,35
"Vietnam",5.061,0.74037,0.79117,0.66157,0.55954,0.25075,0.11556,2016,"Other",5.00261180936278,0.0583881906372232,20,30,35
"Vietnam",5.103,0.715,1.365,0.702,0.618,0.177,0.079,2018,"Other",4.94756441298447,0.155435587015531,20,30,35
"Zambia",4.107,0.578,1.058,0.426,0.431,0.247,0.087,2019,"SubSaharanAfrica",4.65030413297548,-0.543304132975476,NA,NA,42
"Zambia",4.377,0.562,1.047,0.295,0.503,0.221,0.082,2018,"SubSaharanAfrica",4.61558760392333,-0.238587603923332,NA,NA,42
"Zambia",4.51399993896484,0.636406779289246,1.00318729877472,0.257835894823074,0.461603492498398,0.249580144882202,0.0782135501503944,2017,"SubSaharanAfrica",4.77703417360281,-0.26303423463797,NA,NA,42
"Zambia",4.795,0.61202,0.6376,0.23573,0.42662,0.17866,0.11479,2016,"SubSaharanAfrica",4.7241201528726,0.0708798471273999,NA,NA,42
"Zambia",5.129,0.47038,0.91612,0.29924,0.48827,0.19591,0.12468,2015,"SubSaharanAfrica",4.41679207943849,0.712207920561514,NA,NA,42
"Zimbabwe",3.663,0.366,1.114,0.433,0.361,0.151,0.089,2019,"SubSaharanAfrica",4.19031012303455,-0.527310123034553,NA,NA,28
"Zimbabwe",3.875,0.375846534967422,1.08309590816498,0.196763753890991,0.336384207010269,0.189143493771553,0.0953753814101219,2017,"SubSaharanAfrica",4.21167496786327,-0.33667496786327,NA,NA,28
"Zimbabwe",3.692,0.357,1.094,0.248,0.406,0.132,0.099,2018,"SubSaharanAfrica",4.17078207544272,-0.478782075442721,NA,NA,28
"Zimbabwe",4.61,0.271,1.03276,0.33475,0.25861,0.18987,0.08079,2015,"SubSaharanAfrica",3.98418073178744,0.625819268212559,NA,NA,28
"Zimbabwe",4.193,0.35041,0.71478,0.1595,0.25429,0.18503,0.08582,2016,"SubSaharanAfrica",4.15648320503937,0.0365167949606304,NA,NA,28
