"Country","Score","GDP","SocialSupport","Health","Freedom","Generosity","Corruption","Year","Region","expected_by_gdp","gdp_residual"
"Paraguay",5.49300003051758,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,2017,"LatinAmerica",5.41957320018059,0.0734268303369854
"Hong Kong S.A.R., China",5.47200012207031,1.55167484283447,1.26279091835022,0.943062424659729,0.490968644618988,0.374465793371201,0.293933749198914,2017,"Other",6.76296731851334,-1.29096719644303
"Philippines",5.42999982833862,0.85769921541214,1.25391757488251,0.468009054660797,0.585214674472809,0.193513423204422,0.0993318930268288,2017,"Other",5.25719075408284,0.172809074255784
"Serbia",5.39499998092651,1.06931757926941,1.25818979740143,0.65078467130661,0.208715528249741,0.220125883817673,0.0409037806093693,2017,"Other",5.71635669638398,-0.321356715457473
"Jordan",5.33599996566772,0.991012394428253,1.23908889293671,0.604590058326721,0.418421149253845,0.172170460224152,0.11980327218771,2017,"MiddleEast",5.54645143235451,-0.210451466686786
"Hungary",5.32399988174438,1.2860119342804,1.34313309192657,0.687763452529907,0.175863519310951,0.0784016624093056,0.0366369374096394,2017,"Other",6.18653643833241,-0.862536556588033
"Jamaica",5.31099987030029,0.925579309463501,1.36821806430817,0.641022384166718,0.474307239055634,0.233818337321281,0.0552677810192108,2017,"Other",5.40447583265761,-0.0934759623573225
"Croatia",5.29300022125244,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.248002976179123,0.0431031100451946,2017,"Other",6.04885133314942,-0.75585111189698
"Kosovo",5.27899980545044,0.951484382152557,1.13785350322723,0.541452050209045,0.260287940502167,0.319931447505951,0.0574716180562973,2017,"Other",5.46068422069558,-0.181684415245144
"China",5.27299976348877,1.08116579055786,1.16083741188049,0.741415500640869,0.472787708044052,0.0288068410009146,0.0227942746132612,2017,"EastAsia",5.7420647445972,-0.469064981108426
"Pakistan",5.26900005340576,0.72688353061676,0.672690689563751,0.402047783136368,0.23521526157856,0.315446019172668,0.124348066747189,2017,"Other",4.97334909647814,0.295650956927616
"Indonesia",5.26200008392334,0.995538592338562,1.27444469928741,0.492345720529556,0.443323463201523,0.611704587936401,0.0153171354904771,2017,"Other",5.55627229993257,-0.294272216009229
"Venezuela",5.25,1.12843120098114,1.43133759498596,0.617144227027893,0.153997123241425,0.0650196298956871,0.0644911229610443,2017,"LatinAmerica",5.84462043172978,-0.594620431729782
"Montenegro",5.23699998855591,1.12112903594971,1.23837649822235,0.667464673519135,0.194989055395126,0.197911024093628,0.0881741940975189,2017,"Other",5.82877631770121,-0.591776329145297
"Morocco",5.2350001335144,0.878114581108093,0.774864435195923,0.59771066904068,0.408158332109451,0.0322099551558495,0.0877631828188896,2017,"Other",5.30148766885119,-0.066487535336794
"Azerbaijan",5.23400020599365,1.15360176563263,1.15240025520325,0.540775775909424,0.398155838251114,0.0452693402767181,0.180987507104874,2017,"Other",5.89923509666618,-0.665234890672529
"Dominican Republic",5.23000001907349,1.07937383651733,1.40241670608521,0.574873745441437,0.55258983373642,0.186967849731445,0.113945253193378,2017,"LatinAmerica",5.73817659306544,-0.508176573991946
"Greece",5.22700023651123,1.28948748111725,1.23941457271576,0.810198903083801,0.0957312509417534,0,0.04328977689147,2017,"Other",6.19407762100326,-0.967077384492034
"Lebanon",5.22499990463257,1.07498753070831,1.12962424755096,0.735081076622009,0.288515985012054,0.264450758695602,0.037513829767704,2017,"MiddleEast",5.72865926099978,-0.503659356367214
"Portugal",5.19500017166138,1.3151752948761,1.36704301834106,0.795843541622162,0.498465299606323,0.0951027125120163,0.0158694516867399,2017,"WesternEurope",6.24981460429359,-1.05481443263221
"Bosnia and Herzegovina",5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.328867495059967,0,2017,"Other",5.52778483898089,-0.345784678763605
"Honduras",5.18100023269653,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.236188873648643,0.0733454525470734,2017,"LatinAmerica",4.98135470012261,0.19964553257392
"Macedonia",5.17500019073486,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.25376096367836,0.0602777935564518,2017,"Other",5.7060727011238,-0.531072510388941
"Somalia",5.15100002288818,0.0226431842893362,0.721151351928711,0.113989137113094,0.602126955986023,0.291631311178207,0.282410323619843,2017,"Other",3.4453003187926,1.70569970409558
"Vietnam",5.07399988174438,0.788547575473785,1.27749133110046,0.652168989181519,0.571055591106415,0.234968051314354,0.0876332372426987,2017,"Other",5.10714669677512,-0.0331468150307446
"Nigeria",5.07399988174438,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.230947196483612,0.0261215660721064,2017,"SubSaharanAfrica",5.09675057314287,-0.0227506913984916
"Tajikistan",5.04099988937378,0.524713635444641,1.27146327495575,0.529235124588013,0.471566706895828,0.248997643589973,0.146377146244049,2017,"Other",4.53468428152739,0.506315607846386
"Bhutan",5.01100015640259,0.885416388511658,1.34012651443481,0.495879292488098,0.501537680625916,0.474054545164108,0.173380389809608,2017,"Other",5.31733100690488,-0.306330850502293
"Kyrgyzstan",5.00400018692017,0.596220076084137,1.39423859119415,0.553457796573639,0.454943388700485,0.42858037352562,0.0394391790032387,2017,"Other",4.68983774551968,0.314162441400491
"Nepal",4.96199989318848,0.479820191860199,1.17928326129913,0.504130780696869,0.440305948257446,0.394096165895462,0.0729755461215973,2017,"Other",4.43727524787426,0.524724645314219
"Mongolia",4.95499992370605,1.02723586559296,1.4930112361908,0.557783484458923,0.394143968820572,0.338464230298996,0.0329022891819477,2017,"Other",5.6250485066707,-0.670048582964649
"South Africa",4.8289999961853,1.05469870567322,1.38478863239288,0.187080070376396,0.479246735572815,0.139362379908562,0.0725094974040985,2017,"SubSaharanAfrica",5.6846369120145,-0.855636915829197
"Tunisia",4.80499982833862,1.00726580619812,0.868351459503174,0.613212049007416,0.289680689573288,0.0496933571994305,0.0867231488227844,2017,"Other",5.58171780997357,-0.776717981634952
"Palestinian Territories",4.77500009536743,0.716249227523804,1.15564715862274,0.565666973590851,0.25471106171608,0.114173173904419,0.0892826020717621,2017,"Other",4.9502749657109,-0.175274870343469
"Egypt",4.7350001335144,0.989701807498932,0.997471392154694,0.520187258720398,0.282110154628754,0.128631442785263,0.114381365478039,2017,"Other",5.54360774302906,-0.80860760951466
"Bulgaria",4.71400022506714,1.1614590883255,1.43437945842743,0.708217680454254,0.289231717586517,0.113177694380283,0.0110515309497714,2017,"Other",5.91628378238737,-1.20228355732023
"Sierra Leone",4.70900011062622,0.36842092871666,0.984136044979095,0.00556475389748812,0.318697690963745,0.293040901422501,0.0710951760411263,2017,"SubSaharanAfrica",4.19556301316737,0.513437097458849
"Cameroon",4.69500017166138,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.236298456788063,0.0513066314160824,2017,"Other",4.62058974604646,0.074410425614917
"Iran",4.69199991226196,1.15687310695648,0.711551249027252,0.639333188533783,0.249322608113289,0.387242913246155,0.048761073499918,2017,"MiddleEast",5.90633319767299,-1.21433328541103
"Albania",4.64400005340576,0.996192753314972,0.803685247898102,0.731159746646881,0.381498634815216,0.201312944293022,0.0398642159998417,2017,"Other",5.55769168734146,-0.913691633935704
"Bangladesh",4.60799980163574,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.172255352139473,0.123717859387398,2017,"Other",4.66914430572491,-0.0611445040891692
"Namibia",4.57399988174438,0.964434325695038,1.0984708070755,0.33861181139946,0.520303547382355,0.0771337449550629,0.0931469723582268,2017,"SubSaharanAfrica",5.4887827888966,-0.914782907152215
"Kenya",4.55299997329712,0.560479462146759,1.06795072555542,0.309988349676132,0.452763766050339,0.444860309362411,0.0646413192152977,2017,"SubSaharanAfrica",4.61228836663852,-0.0592883933414035
"Mozambique",4.55000019073486,0.234305649995804,0.870701014995575,0.106654435396194,0.480791091918945,0.322228103876114,0.179436385631561,2017,"SubSaharanAfrica",3.9045619525393,0.64543823819556
"Myanmar",4.54500007629395,0.367110550403595,1.12323594093323,0.397522568702698,0.514492034912109,0.838075160980225,0.188816204667091,2017,"Other",4.19271977649395,0.352280299800005
"Senegal",4.53499984741211,0.479309022426605,1.17969191074371,0.409362852573395,0.377922266721725,0.183468893170357,0.115460447967052,2017,"Other",4.43616612109352,0.0988337263185946
"Zambia",4.51399993896484,0.636406779289246,1.00318729877472,0.257835894823074,0.461603492498398,0.249580144882202,0.0782135501503944,2017,"SubSaharanAfrica",4.77703417360281,-0.26303423463797
"Iraq",4.49700021743774,1.10271048545837,0.978613197803497,0.501180469989777,0.288555532693863,0.19963726401329,0.107215754687786,2017,"MiddleEast",5.78881205874927,-1.29181184131153
"Gabon",4.46500015258789,1.1982102394104,1.1556202173233,0.356578588485718,0.312328577041626,0.0437853783369064,0.0760467872023582,2017,"Other",5.99602580765854,-1.53102565507065
"Ethiopia",4.46000003814697,0.339233845472336,0.86466920375824,0.353409707546234,0.408842742443085,0.312650740146637,0.165455713868141,2017,"SubSaharanAfrica",4.13223337420494,0.327766663942033
"Sri Lanka",4.44000005722046,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.490863561630249,0.0736539661884308,2017,"Other",5.58732526321046,-1.14732520599
"Armenia",4.37599992752075,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.0834880918264389,0.0266744215041399,2017,"Other",5.35026907185677,-0.974269144336016
"India",4.31500005722046,0.792221248149872,0.754372596740723,0.455427616834641,0.469987004995346,0.231538489460945,0.0922268852591515,2017,"Other",5.11511776953684,-0.80011771231638
"Mauritania",4.29199981689453,0.648457288742065,1.2720308303833,0.285349279642105,0.0960980430245399,0.201870024204254,0.136957004666328,2017,"Other",4.80318116494731,-0.511181348052776
"Congo (Brazzaville)",4.29099988937378,0.808964252471924,0.832044363021851,0.28995743393898,0.435025870800018,0.120852127671242,0.0796181336045265,2017,"Other",5.15144645678476,-0.86044656741098
"Georgia",4.28599977493286,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.0540088154375553,0.251666635274887,2017,"Other",5.4587927818933,-1.17279300696044
"Congo (Kinshasa)",4.28000020980835,0.0921023488044739,1.22902345657349,0.191407024860382,0.235961347818375,0.246455833315849,0.0602413564920425,2017,"Other",3.59601163771932,0.683988572089034
"Mali",4.19000005722046,0.476180493831635,1.28147339820862,0.169365674257278,0.306613743305206,0.183354198932648,0.104970246553421,2017,"Other",4.42937789272741,-0.239377835506946
"Ivory Coast",4.17999982833862,0.603048920631409,0.904780030250549,0.0486421696841717,0.447706192731857,0.201237469911575,0.130061775445938,2017,"Other",4.70465485677705,-0.52465502843843
"Cambodia",4.16800022125244,0.601765096187592,1.00623834133148,0.429783403873444,0.633375823497772,0.385922968387604,0.0681059509515762,2017,"Other",4.70186923623945,-0.533869014987009
"Sudan",4.13899993896484,0.65951669216156,1.21400856971741,0.290920823812485,0.0149958552792668,0.182317450642586,0.089847519993782,2017,"Other",4.82717767120432,-0.688177732239484
"Ghana",4.11999988555908,0.667224824428558,0.873664736747742,0.295637726783752,0.423026293516159,0.256923943758011,0.0253363698720932,2017,"SubSaharanAfrica",4.84390264606589,-0.723902760506808
"Ukraine",4.09600019454956,0.89465194940567,1.39453756809235,0.575903952121735,0.122974775731564,0.270061463117599,0.0230294708162546,2017,"Other",5.3373701705355,-1.24136997598594
"Uganda",4.08099985122681,0.381430715322495,1.12982773780823,0.217632606625557,0.443185955286026,0.325766056776047,0.057069718837738,2017,"SubSaharanAfrica",4.22379142783385,-0.142791576607041
"Burkina Faso",4.03200006484985,0.3502277135849,1.04328000545502,0.215844258666039,0.324367851018906,0.250864684581757,0.120328105986118,2017,"Other",4.15608768306277,-0.124087618212917
"Niger",4.02799987792969,0.161925330758095,0.993025004863739,0.26850500702858,0.36365869641304,0.228673845529556,0.138572946190834,2017,"Other",3.74751236156308,0.280487516366607
"Malawi",3.97000002861023,0.233442038297653,0.512568831443787,0.315089583396912,0.466914653778076,0.287170469760895,0.0727116540074348,2017,"SubSaharanAfrica",3.90268810250126,0.0673119261089692
"Chad",3.93600010871887,0.438012987375259,0.953855872154236,0.0411347150802612,0.16234202682972,0.216113850474358,0.0535818822681904,2017,"Other",4.34656268355611,-0.410562574837242
"Zimbabwe",3.875,0.375846534967422,1.08309590816498,0.196763753890991,0.336384207010269,0.189143493771553,0.0953753814101219,2017,"SubSaharanAfrica",4.21167496786327,-0.33667496786327
"Lesotho",3.80800008773804,0.521021246910095,1.19009518623352,0,0.390661299228668,0.157497271895409,0.119094640016556,2017,"Other",4.52667259941293,-0.718672511674893
"Angola",3.79500007629395,0.858428180217743,1.10441195964813,0.0498686656355858,0,0.097926490008831,0.0697203353047371,2017,"Other",5.25877244957357,-1.46377237327962
"Afghanistan",3.79399991035461,0.401477217674255,0.581543326377869,0.180746778845787,0.106179520487785,0.311870932579041,0.0611578300595284,2017,"Other",4.2672879891644,-0.47328807880979
"Botswana",3.76600003242493,1.12209415435791,1.22155499458313,0.341755509376526,0.505196332931519,0.0993484482169151,0.0985831990838051,2017,"SubSaharanAfrica",5.83087041527977,-2.06487038285484
"Benin",3.65700006484985,0.431085407733917,0.435299843549728,0.209930211305618,0.425962775945663,0.207948461174965,0.0609290152788162,2017,"SubSaharanAfrica",4.33153133856363,-0.67453127371378
"Madagascar",3.64400005340576,0.305808693170547,0.913020372390747,0.375223308801651,0.189196765422821,0.208732530474663,0.0672319754958153,2017,"Other",4.0597080447701,-0.415707991364338
"Haiti",3.6029999256134,0.368610262870789,0.640449821949005,0.277321130037308,0.0303698573261499,0.489203780889511,0.0998721495270729,2017,"Other",4.19597382720877,-0.59297390159537
"Yemen",3.59299993515015,0.591683447360992,0.93538224697113,0.310080915689468,0.249463722109795,0.104125209152699,0.0567674227058887,2017,"Other",4.67999424534056,-1.08699431019041
"South Sudan",3.59100008010864,0.39724862575531,0.601323127746582,0.163486003875732,0.147062435746193,0.285670816898346,0.116793513298035,2017,"Other",4.25811286202667,-0.667112781918028
"Liberia",3.53299999237061,0.119041793048382,0.872117936611176,0.229918196797371,0.332881182432175,0.26654988527298,0.0389482490718365,2017,"Other",3.65446438764071,-0.121464395270098
"Guinea",3.50699996948242,0.244549930095673,0.791244685649872,0.194129139184952,0.348587512969971,0.264815092086792,0.110937617719173,2017,"Other",3.92678981802089,-0.419789848538469
"Togo",3.49499988555908,0.305444717407227,0.431882530450821,0.247105568647385,0.38042613863945,0.196896150708199,0.0956650152802467,2017,"Other",4.0589182963225,-0.563918410763419
"Rwanda",3.47099995613098,0.368745893239975,0.945707023143768,0.326424807310104,0.581843852996826,0.252756029367447,0.455220013856888,2017,"SubSaharanAfrica",4.19626811568703,-0.725268159556053
"Syria",3.46199989318848,0.777153134346008,0.396102607250214,0.50053334236145,0.0815394446253777,0.493663728237152,0.151347130537033,2017,"Other",5.08242323137229,-1.62042333818381
"Tanzania",3.34899997711182,0.511135876178741,1.04198980331421,0.364509284496307,0.390017777681351,0.354256361722946,0.0660351067781448,2017,"SubSaharanAfrica",4.50522348940129,-1.15622351228947
"Burundi",2.90499997138977,0.091622568666935,0.629793584346771,0.151610791683197,0.0599007532000542,0.204435184597969,0.0841479450464249,2017,"Other",3.5949706189016,-0.689970647511826
"Central African Republic",2.69300007820129,0,0,0.0187726859003305,0.270842045545578,0.280876487493515,0.0565650761127472,2017,"Other",3.39616952096673,-0.703169442765442
"Finland",7.632,1.305,1.592,0.874,0.681,0.202,0.393,2018,"Nordic",6.22773642178232,1.40426357821768
"Norway",7.594,1.456,1.582,0.861,0.686,0.286,0.34,2018,"Nordic",6.55537366471194,1.03862633528806
"Denmark",7.555,1.351,1.59,0.868,0.683,0.284,0.408,2018,"Nordic",6.32754644280724,1.22745355719276
"Iceland",7.495,1.343,1.644,0.914,0.677,0.353,0.138,2018,"Nordic",6.31018817828117,1.18481182171883
"Switzerland",7.487,1.42,1.549,0.927,0.66,0.256,0.357,2018,"WesternEurope",6.47726147434461,1.00973852565539
"Netherlands",7.441,1.361,1.488,0.878,0.638,0.333,0.295,2018,"WesternEurope",6.34924427346483,1.09175572653517
"Canada",7.328,1.33,1.532,0.896,0.653,0.321,0.291,2018,"NorthAmerica",6.2819809984263,1.0460190015737
"New Zealand",7.324,1.268,1.601,0.876,0.669,0.365,0.389,2018,"Other",6.14745444834924,1.17654555165076
"Sweden",7.314,1.355,1.501,0.913,0.659,0.285,0.383,2018,"Nordic",6.33622557507028,0.977774424929724
"Australia",7.272,1.34,1.573,0.91,0.647,0.361,0.302,2018,"Other",6.30367882908389,0.968321170916111
"United Kingdom",7.19,1.244,1.433,0.888,0.464,0.262,0.082,2018,"WesternEurope",6.09537965477102,1.09462034522898
"Austria",7.139,1.341,1.504,0.891,0.617,0.242,0.224,2018,"WesternEurope",6.30584861214965,0.833151387850352
"Costa Rica",7.072,1.01,1.459,0.817,0.632,0.143,0.101,2018,"LatinAmerica",5.5876504173834,1.4843495826166
"Ireland",6.977,1.448,1.583,0.876,0.614,0.307,0.306,2018,"WesternEurope",6.53801540018587,0.438984599814131
"Germany",6.965,1.34,1.474,0.861,0.586,0.273,0.28,2018,"WesternEurope",6.30367882908389,0.661321170916111
"Belgium",6.927,1.324,1.483,0.894,0.583,0.188,0.24,2018,"WesternEurope",6.26896230003174,0.658037699968255
"Luxembourg",6.91,1.576,1.52,0.896,0.632,0.196,0.321,2018,"WesternEurope",6.81574763260303,0.0942523673969697
"United States",6.886,1.398,1.471,0.819,0.547,0.291,0.133,2018,"NorthAmerica",6.42952624689792,0.456473753102085
"Israel",6.814,1.301,1.559,0.883,0.533,0.354,0.272,2018,"MiddleEast",6.21905728951929,0.594942710480715
"United Arab Emirates",6.774,2.096,0.776,0.67,0.284,0.186,NA,2018,"MiddleEast",7.94403482679775,-1.17003482679775
"Czech Republic",6.711,1.233,1.489,0.854,0.543,0.064,0.034,2018,"Other",6.07151204104767,0.639487958952332
"Malta",6.627,1.27,1.525,0.884,0.645,0.376,0.142,2018,"Other",6.15179401448075,0.475205985519246
"France",6.489,1.293,1.466,0.908,0.52,0.098,0.176,2018,"WesternEurope",6.20169902499321,0.287300975006787
"Mexico",6.488,1.038,1.252,0.761,0.479,0.069,0.095,2018,"LatinAmerica",5.64840434322465,0.839595656775351
"Chile",6.476,1.131,1.331,0.808,0.431,0.197,0.061,2018,"LatinAmerica",5.85019416834024,0.625805831659757
"Taiwan",6.441,1.365,1.436,0.857,0.418,0.151,0.078,2018,"EastAsia",6.35792340572787,0.0830765942721339
"Panama",6.43,1.112,1.438,0.759,0.597,0.125,0.063,2018,"LatinAmerica",5.80896829009082,0.621031709909179
"Brazil",6.419,0.986,1.474,0.675,0.493,0.11,0.088,2018,"LatinAmerica",5.53557562380518,0.883424376194822
"Argentina",6.388,1.073,1.468,0.744,0.57,0.062,0.054,2018,"LatinAmerica",5.72434675052622,0.663653249473783
"Guatemala",6.382,0.781,1.268,0.608,0.604,0.179,0.071,2018,"LatinAmerica",5.09077009532457,1.29122990467543
"Uruguay",6.379,1.093,1.459,0.771,0.625,0.13,0.155,2018,"LatinAmerica",5.7677424118414,0.611257588158601
"Qatar",6.374,1.649,1.303,0.748,0.654,0.256,0.171,2018,"MiddleEast",6.97414179640344,-0.600141796403443
"Saudi Arabia",6.371,1.379,1.331,0.633,0.509,0.098,0.127,2018,"MiddleEast",6.38830036864849,-0.0173003686484927
"Singapore",6.343,1.529,1.451,1.008,0.631,0.261,0.457,2018,"EastAsia",6.71376782851235,-0.370767828512354
"Malaysia",6.322,1.161,1.258,0.669,0.356,0.311,0.059,2018,"Other",5.91528766031302,0.406712339686985
"Spain",6.31,1.251,1.538,0.965,0.449,0.142,0.074,2018,"WesternEurope",6.11056813623133,0.199431863768668
"Colombia",6.26,0.96,1.439,0.635,0.531,0.099,0.039,2018,"LatinAmerica",5.47916126409544,0.780838735904558
"Trinidad & Tobago",6.192,1.223,1.492,0.564,0.575,0.171,0.019,2018,"Other",6.04981421039008,0.142185789609922
"Slovakia",6.173,1.21,1.537,0.776,0.354,0.118,0.014,2018,"Other",6.02160703053521,0.151392969464791
"El Salvador",6.167,0.806,1.231,0.639,0.461,0.065,0.082,2018,"LatinAmerica",5.14501467196854,1.02198532803146
"Nicaragua",6.141,0.668,1.319,0.7,0.527,0.208,0.128,2018,"LatinAmerica",4.84558460889379,1.29541539110621
"Poland",6.123,1.176,1.448,0.781,0.546,0.108,0.064,2018,"Other",5.9478344062994,0.175165593700599
"Bahrain",6.105,1.338,1.366,0.698,0.594,0.243,0.123,2018,"MiddleEast",6.29933926295237,-0.19433926295237
"Uzbekistan",6.096,0.719,1.584,0.605,0.724,0.328,0.259,2018,"Other",4.95624354524751,1.13975645475249
"Kuwait",6.083,1.474,1.301,0.675,0.554,0.167,0.106,2018,"MiddleEast",6.5944297598956,-0.511429759895605
"Thailand",6.072,1.016,1.417,0.707,0.637,0.364,0.029,2018,"Other",5.60066911577795,0.47133088422205
"Italy",6,1.264,1.501,0.946,0.281,0.137,0.028,2018,"WesternEurope",6.1387753160862,-0.1387753160862
"Ecuador",5.973,0.889,1.33,0.736,0.556,0.114,0.12,2018,"LatinAmerica",5.32510666642655,0.647893333573452
"Belize",5.956,0.807,1.101,0.474,0.593,0.183,0.089,2018,"Other",5.1471844550343,0.808815544965697
"Lithuania",5.952,1.197,1.527,0.716,0.35,0.026,0.006,2018,"Other",5.99339985068034,-0.0413998506803424
"Slovenia",5.948,1.219,1.506,0.856,0.633,0.16,0.051,2018,"Other",6.04113507812704,-0.093135078127041
"Romania",5.945,1.116,1.219,0.726,0.528,0.088,0.001,2018,"Other",5.81764742235386,0.127352577646143
"Latvia",5.933,1.148,1.454,0.671,0.363,0.092,0.066,2018,"Other",5.88708048045815,0.0459195195418527
"Japan",5.915,1.294,1.462,0.988,0.553,0.079,0.15,2018,"EastAsia",6.20386880805897,-0.288868808058972
"Mauritius",5.891,1.09,1.387,0.684,0.584,0.245,0.05,2018,"Other",5.76123306264412,0.129766937355878
"Jamaica",5.89,0.819,1.493,0.693,0.575,0.096,0.031,2018,"Other",5.17322185182341,0.716778148176587
"South Korea",5.875,1.266,1.204,0.955,0.244,0.175,0.051,2018,"EastAsia",6.14311488221772,-0.268114882217718
"Northern Cyprus",5.835,1.229,1.211,0.909,0.495,0.179,0.154,2018,"Other",6.06283290878463,-0.227832908784633
"Russia",5.81,1.151,1.479,0.599,0.399,0.065,0.025,2018,"Other",5.89358982965542,-0.0835898296554252
"Kazakhstan",5.79,1.143,1.516,0.631,0.454,0.148,0.121,2018,"Other",5.87623156512935,-0.0862315651293519
"Cyprus",5.762,1.229,1.191,0.909,0.423,0.202,0.035,2018,"Other",6.06283290878463,-0.300832908784633
"Bolivia",5.752,0.751,1.223,0.508,0.606,0.141,0.054,2018,"LatinAmerica",5.0256766033518,0.726323396648204
"Estonia",5.739,1.2,1.532,0.737,0.553,0.086,0.174,2018,"Other",5.99990919987762,-0.260909199877619
"Paraguay",5.681,0.835,1.522,0.615,0.541,0.162,0.074,2018,"LatinAmerica",5.20793838087556,0.473061619124443
"Peru",5.663,0.934,1.249,0.674,0.53,0.092,0.034,2018,"LatinAmerica",5.42274690438571,0.240253095614294
"Kosovo",5.662,0.855,1.23,0.578,0.448,0.274,0.023,2018,"Other",5.25133404219074,0.410665957809261
"Moldova",5.64,0.657,1.301,0.62,0.232,0.171,0,2018,"Other",4.82171699517044,0.818283004829556
"Turkmenistan",5.636,1.016,1.533,0.517,0.417,0.199,0.037,2018,"Other",5.60066911577795,0.0353308842220503
"Hungary",5.62,1.171,1.401,0.732,0.259,0.061,0.022,2018,"Other",5.93698549097061,-0.316985490970606
"Libya",5.566,0.985,1.35,0.553,0.496,0.116,0.148,2018,"Other",5.53340584073942,0.0325941592605812
"Philippines",5.524,0.775,1.312,0.513,0.643,0.12,0.105,2018,"Other",5.07775139693001,0.446248603069987
"Honduras",5.504,0.62,1.205,0.622,0.459,0.197,0.074,2018,"LatinAmerica",4.74143502173736,0.762564978262643
"Belarus",5.483,1.039,1.498,0.7,0.307,0.101,0.154,2018,"Other",5.65057412629041,-0.167574126290408
"Turkey",5.483,1.148,1.38,0.686,0.324,0.106,0.109,2018,"Other",5.88708048045815,-0.404080480458147
"Pakistan",5.472,0.652,0.81,0.424,0.334,0.216,0.113,2018,"Other",4.81086807984165,0.661131920158353
"Hong Kong",5.43,1.405,1.29,1.03,0.524,0.246,0.291,2018,"EastAsia",6.44471472835823,-1.01471472835823
"Portugal",5.41,1.188,1.429,0.884,0.562,0.055,0.017,2018,"WesternEurope",5.97387180308851,-0.56387180308851
"Serbia",5.398,0.975,1.369,0.685,0.288,0.134,0.043,2018,"Other",5.51170801008183,-0.113708010081828
"Greece",5.358,1.154,1.202,0.879,0.131,0,0.044,2018,"Other",5.9000991788527,-0.542099178852702
"Lebanon",5.358,0.965,1.179,0.785,0.503,0.214,0.136,2018,"MiddleEast",5.49001017942424,-0.132010179424237
"Montenegro",5.347,1.017,1.279,0.729,0.259,0.111,0.081,2018,"Other",5.60283889884371,-0.255838898843709
"Croatia",5.321,1.115,1.161,0.737,0.38,0.12,0.039,2018,"Other",5.8154776392881,-0.494477639288098
"Dominican Republic",5.302,0.982,1.441,0.614,0.578,0.12,0.106,2018,"LatinAmerica",5.52689649154214,-0.224896491542141
"Algeria",5.295,0.979,1.154,0.687,0.077,0.055,0.135,2018,"Other",5.52038714234486,-0.225387142344864
"Morocco",5.254,0.779,0.797,0.669,0.46,0.026,0.074,2018,"Other",5.08643052919305,0.16756947080695
"China",5.246,0.989,1.142,0.799,0.597,0.029,0.103,2018,"EastAsia",5.54208497300245,-0.296084973002454
"Azerbaijan",5.201,1.024,1.161,0.603,0.43,0.031,0.176,2018,"Other",5.61802738030402,-0.417027380304023
"Tajikistan",5.199,0.474,1.166,0.598,0.292,0.187,0.034,2018,"Other",4.42464669413653,0.774353305863468
"Macedonia",5.185,0.959,1.239,0.691,0.394,0.173,0.052,2018,"Other",5.47699148102968,-0.291991481029683
"Jordan",5.161,0.822,1.265,0.645,0.468,0.13,0.134,2018,"MiddleEast",5.17973120102069,-0.0187312010206897
"Nigeria",5.155,0.689,1.172,0.048,0.462,0.201,0.032,2018,"SubSaharanAfrica",4.89115005327473,0.263849946725268
"Kyrgyzstan",5.131,0.53,1.416,0.594,0.54,0.281,0.035,2018,"Other",4.54615454581904,0.584845454180959
"Bosnia and Herzegovina",5.129,0.915,1.078,0.758,0.28,0.216,0,2018,"Other",5.38152102613628,-0.252521026136284
"Mongolia",5.125,0.914,1.517,0.575,0.395,0.253,0.032,2018,"Other",5.37935124307052,-0.254351243070524
"Vietnam",5.103,0.715,1.365,0.702,0.618,0.177,0.079,2018,"Other",4.94756441298447,0.155435587015531
"Indonesia",5.093,0.899,1.215,0.522,0.538,0.484,0.018,2018,"Other",5.34680449708414,-0.253804497084138
"Bhutan",5.082,0.796,1.335,0.527,0.541,0.364,0.171,2018,"Other",5.12331684131095,-0.0413168413109544
"Somalia",4.982,0,0.712,0.115,0.674,0.238,0.282,2018,"Other",3.39616952096673,1.58583047903327
"Cameroon",4.975,0.535,0.891,0.182,0.454,0.183,0.043,2018,"Other",4.55700346114784,0.417996538852163
"Bulgaria",4.933,1.054,1.515,0.712,0.359,0.064,0.009,2018,"Other",5.6831208722768,-0.750120872276795
"Nepal",4.88,0.425,1.228,0.539,0.526,0.302,0.078,2018,"Other",4.31832732391434,0.561672676085662
"Venezuela",4.806,0.996,1.469,0.657,0.133,0.056,0.052,2018,"LatinAmerica",5.55727345446277,-0.751273454462768
"Gabon",4.758,1.036,1.164,0.404,0.356,0.032,0.052,2018,"Other",5.64406477709313,-0.886064777093131
"Palestinian Territories",4.743,0.642,1.217,0.602,0.266,0.086,0.076,2018,"Other",4.78917024918406,-0.0461702491840565
